id,created_at,text
1369400534071971848,2021-03-09 21:31:44,"b""RT @YoniFreedhoff: Listening to Ottawa's vaccination update &amp; learning they're fielding phone calls from 90+YOs to manually book because de\xe2\x80\xa6"""
1369400314554679300,2021-03-09 21:30:51,"b'RT @yvonne4tn: @BrinkoftheWorld @ColinDMello @TheWECHU @fordnation hires incompetent retired General Hillier at $20,000 per month, purchase\xe2\x80\xa6'"
1369400245315117062,2021-03-09 21:30:35,"b'RT @stustin: So, what is the answer to this question?: How did #Ontario so completely botch its vaccination program? #cdnmedia #epidemiolog\xe2\x80\xa6'"
1369399925113503747,2021-03-09 21:29:19,b'RT @AmitAryaMD: There is no consideration to prioritize vaccination of home bound seniors across most of Ontario.\n\nAnd phase 2 will allow f\xe2\x80\xa6'
1369399909686902788,2021-03-09 21:29:15,"b'RT @yvonne4tn: @BrinkoftheWorld @ColinDMello @TheWECHU @fordnation hires incompetent retired General Hillier at $20,000 per month, purchase\xe2\x80\xa6'"
1369399610180050945,2021-03-09 21:28:03,b'RT @mynamesnotgordy: With less than a week left before Ontario launches its online vaccination scheduling portal I imagine the developers a\xe2\x80\xa6'
1369399024923643908,2021-03-09 21:25:44,"b'RT @tbcclocal708: ""Inmates of Ontario prisons can wait their turn for COVID vaccination"" This article was published on January 7th. https:/\xe2\x80\xa6'"
1369398997375451136,2021-03-09 21:25:37,"b'RT @yvonne4tn: @BrinkoftheWorld @ColinDMello @TheWECHU @fordnation hires incompetent retired General Hillier at $20,000 per month, purchase\xe2\x80\xa6'"
1369398279310565383,2021-03-09 21:22:46,b'RT @AMAPCEO_member: @drmwarner There is *no* @fordnation vaccination plan for Ontario and never has been.  Two solid days now trying to boo\xe2\x80\xa6'
1369398200227008521,2021-03-09 21:22:27,"b""RT @YoniFreedhoff: Listening to Ottawa's vaccination update &amp; learning they're fielding phone calls from 90+YOs to manually book because de\xe2\x80\xa6"""
1369398056895053826,2021-03-09 21:21:53,b'@drmwarner There is *no* @fordnation vaccination plan for Ontario and never has been.  Two solid days now trying to\xe2\x80\xa6 https://t.co/GHOtdHhgx0'
1369397953375375373,2021-03-09 21:21:28,"b'RT @yvonne4tn: @BrinkoftheWorld @ColinDMello @TheWECHU @fordnation hires incompetent retired General Hillier at $20,000 per month, purchase\xe2\x80\xa6'"
1369397905505796108,2021-03-09 21:21:17,"b'RT @yvonne4tn: @BrinkoftheWorld @ColinDMello @TheWECHU @fordnation hires incompetent retired General Hillier at $20,000 per month, purchase\xe2\x80\xa6'"
1369397299076546562,2021-03-09 21:18:52,b'RT @AmitAryaMD: There is no consideration to prioritize vaccination of home bound seniors across most of Ontario.\n\nAnd phase 2 will allow f\xe2\x80\xa6'
1369396706626928649,2021-03-09 21:16:31,"b'RT @DrKateTO: As the Ontario vaccination website opens in the next week, and more and more people can access vaccines, two questions remain\xe2\x80\xa6'"
1369396173128220682,2021-03-09 21:14:24,"b""RT @OrbitStudios: It's pretty obvious the Ontario government really had no vaccination plan, which is why they tossed it over the fence to\xe2\x80\xa6"""
1369395951006326790,2021-03-09 21:13:31,b'RT @CHHSenior: Ontario to begin accepting COVID-19 vaccination appointments at more than 300 pharmacies https://t.co/CCmV5AKRUT via @cp24'
1369395751097405445,2021-03-09 21:12:43,b'Ontario to begin accepting COVID-19 vaccination appointments at more than 300 pharmacies https://t.co/CCmV5AKRUT via @cp24'
1369394780325748748,2021-03-09 21:08:52,"b'RT @pkbwood: If Ontario is to give 75% of its population at least 1 dose by June 20th, it will have to vaccinate, on average, approximately\xe2\x80\xa6'"
1369394697827913730,2021-03-09 21:08:32,"b""RT @YoniFreedhoff: Listening to Ottawa's vaccination update &amp; learning they're fielding phone calls from 90+YOs to manually book because de\xe2\x80\xa6"""
1369394069579980802,2021-03-09 21:06:02,"b'RT @TorontoStar: Will we be able to vaccinate the people fast enough?\n\nThe Star presents a vaccine gap tracker, which tracks the gap betwee\xe2\x80\xa6'"
1369393908401250313,2021-03-09 21:05:24,b'RT @AmitAryaMD: There is no consideration to prioritize vaccination of home bound seniors across most of Ontario.\n\nAnd phase 2 will allow f\xe2\x80\xa6'
1369393793456291851,2021-03-09 21:04:57,b'RT @AmitAryaMD: There is no consideration to prioritize vaccination of home bound seniors across most of Ontario.\n\nAnd phase 2 will allow f\xe2\x80\xa6'
1369393645841956876,2021-03-09 21:04:21,b'RT @TorontoStar: Ontario wants to vaccinate \xe2\x80\x9cevery eligible person\xe2\x80\x9d by June 20. The Star\xe2\x80\x99s new tool finds a mega gap between those goals vs\xe2\x80\xa6'
1369392979216056331,2021-03-09 21:01:42,b'RT @AmitAryaMD: There is no consideration to prioritize vaccination of home bound seniors across most of Ontario.\n\nAnd phase 2 will allow f\xe2\x80\xa6'
1369392877680353284,2021-03-09 21:01:18,"b'RT @yvonne4tn: @BrinkoftheWorld @ColinDMello @TheWECHU @fordnation hires incompetent retired General Hillier at $20,000 per month, purchase\xe2\x80\xa6'"
1369392831727538190,2021-03-09 21:01:07,b'RT @TorontoStar: The Star is making the conservative assumption that 75 per cent of Ontario will receive one dose of the vaccine by the sta\xe2\x80\xa6'
1369392802887565322,2021-03-09 21:01:00,"b'RT @TorontoStar: Will we be able to vaccinate the people fast enough?\n\nThe Star presents a vaccine gap tracker, which tracks the gap betwee\xe2\x80\xa6'"
1369392590613852164,2021-03-09 21:00:10,"b'RT @TorontoStar: Will we be able to vaccinate the people fast enough?\n\nThe Star presents a vaccine gap tracker, which tracks the gap betwee\xe2\x80\xa6'"
1369392579981303809,2021-03-09 21:00:07,"b""RT @YoniFreedhoff: Listening to Ottawa's vaccination update &amp; learning they're fielding phone calls from 90+YOs to manually book because de\xe2\x80\xa6"""
1369392526633938946,2021-03-09 20:59:55,"b'RT @yvonne4tn: @BrinkoftheWorld @ColinDMello @TheWECHU @fordnation hires incompetent retired General Hillier at $20,000 per month, purchase\xe2\x80\xa6'"
1369392193002217477,2021-03-09 20:58:35,"b""RT @YoniFreedhoff: Listening to Ottawa's vaccination update &amp; learning they're fielding phone calls from 90+YOs to manually book because de\xe2\x80\xa6"""
1369392121317388288,2021-03-09 20:58:18,"b'RT @EdTubb: Ontario administered 21,882 vaccine doses Sunday, down (like clockwork) from Friday.\n\nIf you believe mass vaccination is one of\xe2\x80\xa6'"
1369391884397862926,2021-03-09 20:57:21,"b""RT @YoniFreedhoff: Listening to Ottawa's vaccination update &amp; learning they're fielding phone calls from 90+YOs to manually book because de\xe2\x80\xa6"""
1369391770312794115,2021-03-09 20:56:54,"b'RT @ChristyCeeCK: ""On Jan. 8, two days before George was scheduled for vaccination, he was diagnosed with COVID-19. He died on Jan. 13.\n\n\xe2\x80\x9cH\xe2\x80\xa6'"
1369391553257562112,2021-03-09 20:56:03,b'RT @AmitAryaMD: There is no consideration to prioritize vaccination of home bound seniors across most of Ontario.\n\nAnd phase 2 will allow f\xe2\x80\xa6'
1369391251561320455,2021-03-09 20:54:51,"b'RT @HSRW101: @NonsenseIsland And considering how there are major problems going on in the world like the bombing of Syria, Americans being\xe2\x80\xa6'"
1369391019893137416,2021-03-09 20:53:55,"b""RT @YoniFreedhoff: Listening to Ottawa's vaccination update &amp; learning they're fielding phone calls from 90+YOs to manually book because de\xe2\x80\xa6"""
1369390957423116294,2021-03-09 20:53:40,b'Ontario to begin accepting COVID-19 vaccination appointments at more than 300 pharmacies https://t.co/rBpO7uXIko vi\xe2\x80\xa6 https://t.co/e7wdnCA2jv'
1369390770415865866,2021-03-09 20:52:56,"b'RT @yvonne4tn: @BrinkoftheWorld @ColinDMello @TheWECHU @fordnation hires incompetent retired General Hillier at $20,000 per month, purchase\xe2\x80\xa6'"
1369389979454091268,2021-03-09 20:49:47,"b""RT @YoniFreedhoff: Listening to Ottawa's vaccination update &amp; learning they're fielding phone calls from 90+YOs to manually book because de\xe2\x80\xa6"""
1369389870376947714,2021-03-09 20:49:21,b'RT @AmitAryaMD: There is no consideration to prioritize vaccination of home bound seniors across most of Ontario.\n\nAnd phase 2 will allow f\xe2\x80\xa6'
1369389553124016131,2021-03-09 20:48:06,"b""RT @YoniFreedhoff: Listening to Ottawa's vaccination update &amp; learning they're fielding phone calls from 90+YOs to manually book because de\xe2\x80\xa6"""
1369389032233373702,2021-03-09 20:46:01,"b'RT @yvonne4tn: @BrinkoftheWorld @ColinDMello @TheWECHU @fordnation hires incompetent retired General Hillier at $20,000 per month, purchase\xe2\x80\xa6'"
1369388730713247755,2021-03-09 20:44:50,"b'RT @yvonne4tn: @BrinkoftheWorld @ColinDMello @TheWECHU @fordnation hires incompetent retired General Hillier at $20,000 per month, purchase\xe2\x80\xa6'"
1369388435031658508,2021-03-09 20:43:39,"b""RT @ssbawa: @ashkaur @fordnation @celliottability @Sflecce @JustinTrudeau @patrickbrownont @BonnieCrombie @JohnTory Ontario after it's LTC\xe2\x80\xa6"""
1369388384737693710,2021-03-09 20:43:27,"b'RT @yvonne4tn: @BrinkoftheWorld @ColinDMello @TheWECHU @fordnation hires incompetent retired General Hillier at $20,000 per month, purchase\xe2\x80\xa6'"
